,id,gender,season,age,tripletsOfMonths,commonRed,commonGreen,commonBlue
38554,8419,Girls,Fall,1,4,9,188,253
38555,2123,Women,Winter,2,1,64,89,119
38556,43204,Men,Winter,2,1,45,45,45
38557,13574,Men,Summer,2,3,254,246,244
38558,27741,Women,Winter,2,1,145,254,64
38559,22001,Women,Winter,2,1,66,74,51
38560,16234,Men,Fall,2,4,240,238,250
38561,46544,Men,Winter,2,1,254,254,254
38562,7663,Men,Fall,2,4,254,196,130
38563,34164,Girls,Summer,1,3,197,23,30
38564,50421,Men,Summer,2,3,26,26,32
38565,55153,Women,Spring,2,2,196,169,168
38566,12694,Men,Fall,2,4,254,254,254
38567,13746,Men,Fall,2,4,40,39,40
38568,34958,Women,Summer,2,3,254,254,254
38569,54081,Women,Summer,2,3,187,54,55
38570,2311,Women,Fall,2,4,254,58,117
38571,43036,Men,Summer,2,3,254,152,254
38572,33341,Men,Summer,2,3,239,239,239
38573,1594,Unisex,Fall,0,4,216,214,219
38574,5908,Men,Summer,2,3,254,95,254
38575,57604,Women,Spring,2,2,254,53,57
38576,11011,Women,Fall,2,4,0,53,110
38577,25224,Women,Winter,2,1,85,34,64
38578,32293,Men,Winter,2,1,207,198,186
38579,41761,Women,Summer,2,3,0,196,161
38580,20756,Women,Winter,2,1,40,40,40
38581,14563,Men,Summer,2,3,254,254,254
38582,44213,Women,Winter,2,1,215,216,254
38583,5134,Women,Summer,2,3,254,206,147
38584,52376,Women,Winter,2,1,254,189,164
38585,21684,Men,Winter,2,1,254,254,254
38586,39227,Women,Summer,2,3,59,30,55
38587,25678,Women,Winter,2,1,8,16,19
38588,57258,Women,Summer,2,3,253,114,73
38589,14903,Women,Summer,2,3,59,24,32
38590,5568,Women,Summer,2,3,200,201,195
38591,58210,Women,Fall,2,4,254,254,254
38592,28167,Men,Winter,2,1,254,254,254
38593,34538,Men,Winter,2,1,227,227,233
38594,27913,Women,Summer,2,3,62,65,59
38595,46118,Unisex,Summer,0,3,235,229,229
38596,31876,Women,Summer,2,3,254,154,151
38597,30198,Unisex,Summer,0,3,26,26,37
38598,48082,Men,Summer,2,3,235,239,243
38599,46924,Men,Spring,2,2,254,254,254
38600,19620,Women,Summer,2,3,111,115,111
38601,49150,Women,Spring,2,2,254,251,100
38602,29889,Women,Winter,2,1,254,254,254
38603,51993,Women,Summer,2,3,248,63,86
38604,8277,Men,Fall,2,4,254,254,253
38605,13914,Men,Fall,2,4,31,29,35
38606,17588,Men,Summer,2,3,254,254,135
38607,28355,Men,Winter,2,1,254,254,254
38608,29287,Men,Summer,2,3,227,230,243
38609,8879,Men,Summer,2,3,254,254,253
38610,13128,Men,Fall,2,4,254,254,254
38611,9197,Women,Fall,2,4,226,224,232
38612,43658,Women,Summer,2,3,25,25,25
38613,49362,Men,Summer,2,3,17,17,17
38614,31278,Men,Summer,2,3,50,44,60
38615,7831,Men,Fall,2,4,198,47,64
38616,19412,Unisex,Summer,0,3,22,28,36
38617,36861,Men,Summer,2,3,57,56,70
38618,39015,Women,Winter,2,1,230,231,225
38619,20904,Women,Winter,2,1,254,51,36
38620,24598,Men,Fall,2,4,254,212,209
38621,4688,Unisex,Summer,0,3,55,56,71
38622,56984,Women,Winter,2,1,254,254,254
38623,39829,Men,Summer,2,3,254,75,48
38624,52518,Women,Winter,2,1,254,9,11
38625,20138,Women,Fall,2,4,82,94,125
38626,58022,Women,Fall,2,4,254,254,254
38627,57856,Women,Winter,2,1,254,254,254
38628,7469,Men,Summer,2,3,208,205,198
38629,18998,Unisex,Fall,0,4,45,58,64
38630,28731,Women,Summer,2,3,254,254,254
38631,49706,Men,Summer,2,3,44,55,87
38632,16802,Men,Fall,2,4,221,203,241
38633,55359,Women,Spring,2,2,254,254,13
38634,19076,Women,Fall,2,4,254,116,154
38635,27779,Men,Winter,2,1,105,65,49
38636,53892,Women,Summer,2,3,177,137,123
38637,52940,Women,Summer,2,3,240,254,254
38638,39471,Women,Summer,2,3,45,175,141
38639,14769,Men,Fall,2,4,254,254,254
38640,33977,Women,Summer,2,3,254,40,47
38641,58446,Women,Winter,2,1,254,254,254
38642,36439,Men,Summer,2,3,254,254,254
38643,59594,Women,Fall,2,4,254,89,38
38644,5930,Men,Summer,2,3,254,254,254
38645,33379,Women,Fall,2,4,58,52,59
38646,38791,Men,Summer,2,3,76,83,106
38647,39643,Men,Summer,2,3,254,254,254
38648,41759,Girls,Summer,1,3,36,50,108
38649,11029,Women,Fall,2,4,254,0,0
38650,58674,Women,Summer,2,3,0,0,2
38651,15489,Women,Spring,2,2,254,254,254
38652,11815,Men,Summer,2,3,69,59,58
38653,55957,Women,Spring,2,2,254,254,47
38654,22039,Women,Fall,2,4,250,250,246
38655,50419,Men,Summer,2,3,254,254,254
38656,28503,Men,Summer,2,3,70,89,84
38657,6789,Men,Summer,2,3,254,254,254
38658,54885,Women,Fall,2,4,254,254,254
38659,19244,Men,Fall,2,4,78,203,133
38660,22805,Men,Fall,2,4,78,100,169
38661,49534,Women,Summer,2,3,34,32,27
38662,8613,Men,Fall,2,4,254,59,66
38663,2329,Men,Fall,2,4,188,181,194
38664,34960,Women,Summer,2,3,211,203,173
38665,35248,Men,Summer,2,3,254,254,254
38666,47668,Women,Summer,2,3,37,37,34
38667,17118,Women,Winter,2,1,49,49,49
38668,19082,Women,Fall,2,4,254,245,229
38669,9507,Men,Fall,2,4,254,254,253
38670,17924,Men,Fall,2,4,30,39,51
38671,53866,Women,Summer,2,3,0,0,0
38672,38557,Men,Summer,2,3,148,203,242
38673,24108,Men,Fall,2,4,16,23,24
38674,56528,Women,Spring,2,2,61,19,57
38675,45903,Men,Winter,2,1,10,236,230
38676,39485,Unisex,Summer,0,3,254,254,122
38677,33983,Women,Summer,2,3,24,33,35
38678,4218,Girls,Summer,1,3,97,54,107
38679,32851,Women,Winter,2,1,253,253,253
38680,59560,Women,Summer,2,3,254,254,254
38681,1558,Unisex,Fall,0,4,223,220,213
38682,38765,Boys,Summer,1,3,61,185,109
38683,4816,Men,Summer,2,3,254,246,237
38684,58680,Women,Fall,2,4,254,253,254
38685,59752,Women,Summer,2,3,229,163,149
38686,46588,Women,Winter,2,1,254,254,254
38687,42914,Women,Summer,2,3,231,254,166
38688,54871,Women,Fall,2,4,254,251,252
38689,12658,Men,Fall,2,4,242,241,247
38690,35846,Women,Fall,2,4,254,254,254
38691,42128,Men,Summer,2,3,252,252,252
38692,30508,Women,Summer,2,3,15,15,15
38693,48412,Men,Summer,2,3,249,245,238
38694,34994,Women,Summer,2,3,254,254,254
38695,15825,Men,Summer,2,3,254,36,78
38696,38301,Men,Summer,2,3,34,34,34
38697,15019,Men,Fall,2,4,46,57,57
38698,45769,Women,Spring,2,2,82,26,27
38699,30950,Women,Summer,2,3,254,254,254
38700,28193,Men,Winter,2,1,167,166,168
38701,6319,Unisex,Spring,0,2,254,254,254
38702,26835,Men,Summer,2,3,142,103,118
38703,49998,Women,Winter,2,1,120,131,188
38704,29041,Men,Summer,2,3,61,76,102
38705,31882,Women,Summer,2,3,254,254,254
38706,9351,Men,Fall,2,4,15,14,16
38707,48076,Men,Summer,2,3,178,166,138
38708,18706,Men,Summer,2,3,233,233,233
38709,26009,Women,Spring,2,2,254,252,237
38710,23749,Unisex,Winter,0,1,92,48,66
38711,29273,Women,Summer,2,3,254,254,253
38712,51369,Women,Summer,2,3,254,254,254
38713,12832,Men,Fall,2,4,202,234,241
38714,18534,Girls,Winter,1,1,213,232,232
38715,9163,Men,Fall,2,4,38,39,40
38716,48244,Boys,Summer,1,3,212,58,66
38717,3459,Men,Summer,2,3,243,240,237
38718,36895,Women,Winter,2,1,236,241,239
38719,59938,Men,Spring,2,2,23,24,24
38720,21822,Men,Winter,2,1,70,50,51
38721,40029,Men,Summer,2,3,123,139,213
38722,38133,Unisex,Spring,0,2,254,254,254
38723,10759,Unisex,Winter,0,1,254,254,254
38724,37947,Women,Summer,2,3,0,149,168
38725,56970,Women,Winter,2,1,41,41,41
38726,59104,Men,Summer,2,3,147,72,63
38727,7664,Men,Summer,2,3,25,25,26
38728,55968,Women,Spring,2,2,127,59,60
38729,46543,Women,Winter,2,1,221,219,215
38730,16233,Men,Fall,2,4,179,182,184
38731,22006,Women,Winter,2,1,116,77,56
38732,50426,Unisex,Summer,0,3,137,126,85
38733,34163,Girls,Summer,1,3,239,239,239
38734,55154,Women,Spring,2,2,235,216,195
38735,12693,Women,Summer,2,3,242,240,243
38736,31411,Men,Summer,2,3,25,16,16
38737,2316,Men,Fall,2,4,30,142,90
38738,27574,Men,Summer,2,3,205,229,246
38739,13741,Men,Fall,2,4,29,23,23
38740,54086,Women,Summer,2,3,177,43,60
38741,57603,Women,Spring,2,2,254,17,30
38742,41766,Women,Summer,2,3,207,71,86
38743,32294,Men,Winter,2,1,215,254,253
38744,25223,Women,Winter,2,1,188,254,130
38745,11016,Women,Fall,2,4,254,254,254
38746,5133,Women,Summer,2,3,254,238,239
38747,44214,Women,Winter,2,1,216,252,252
38748,14564,Unisex,Spring,0,2,254,238,241
38749,21683,Men,Winter,2,1,56,60,59
38750,52371,Women,Winter,2,1,240,176,158
38751,33174,Women,Summer,2,3,34,191,43
38752,40486,Men,Fall,2,4,204,205,191
38753,57431,Women,Summer,2,3,0,0,0
38754,25011,Women,Summer,2,3,254,205,218
38755,53091,Women,Winter,2,1,254,254,253
38756,14756,Men,Fall,2,4,203,206,227
38757,33948,Men,Summer,2,3,123,155,188
38758,58479,Men,Winter,2,1,81,52,45
38759,20563,Women,Winter,2,1,56,81,85
38760,5301,Unisex,Summer,0,3,254,254,254
38761,44026,Women,Spring,2,2,239,238,233
38762,36406,Men,Summer,2,3,18,18,18
38763,15684,Men,Fall,2,4,229,184,146
38764,52143,Women,Summer,2,3,254,254,50
38765,16001,Men,Fall,2,4,46,63,104
38766,22234,Men,Fall,2,4,254,254,254
38767,7456,Men,Summer,2,3,198,199,188
38768,19875,Men,Fall,2,4,254,254,254
38769,6584,Men,Summer,2,3,153,252,125
38770,34351,Men,Summer,2,3,254,254,254
38771,50614,Men,Summer,2,3,254,91,73
38772,2918,Men,Summer,2,3,227,232,226
38773,31623,Men,Summer,2,3,209,189,227
38774,49739,Men,Fall,2,4,254,254,254
38775,55366,Women,Spring,2,2,180,148,127
38776,19049,Women,Winter,2,1,253,37,31
38777,27746,Women,Winter,2,1,59,59,59
38778,13573,Men,Summer,2,3,254,243,244
38779,43203,Men,Winter,2,1,71,94,71
38780,2124,Women,Winter,2,1,44,44,39
38781,25475,Men,Summer,2,3,254,251,250
38782,56187,Women,Spring,2,2,229,233,232
38783,11640,Men,Winter,2,1,34,34,33
38784,58821,Men,Winter,2,1,38,38,244
38785,33510,Women,Summer,2,3,178,153,121
38786,10792,Men,Fall,2,4,171,22,30
38787,57055,Women,Summer,2,3,37,27,25
38788,45590,Men,Summer,2,3,31,37,31
38789,36062,Unisex,Summer,0,3,34,42,55
38790,39816,Men,Summer,2,3,82,81,87
38791,14332,Men,Fall,2,4,0,239,232
38792,20107,Women,Fall,2,4,254,208,203
38793,5765,Women,Summer,2,3,48,44,43
38794,57869,Women,Spring,2,2,228,208,140
38795,44442,Men,Summer,2,3,27,27,25
38796,34735,Men,Summer,2,3,254,254,254
38797,9994,Women,Summer,2,3,67,97,121
38798,16465,Men,Fall,2,4,254,254,254
38799,8846,Men,Summer,2,3,254,254,253
38800,22650,Unisex,Winter,0,1,31,34,36
38801,7032,Women,Fall,2,4,158,167,166
38802,46315,Men,Winter,2,1,24,29,54
38803,27322,Men,Spring,2,2,242,254,230
38804,13117,Men,Fall,2,4,240,240,240
38805,43667,Women,Summer,2,3,254,38,66
38806,2540,Men,Fall,2,4,28,29,24
38807,31247,Men,Summer,2,3,219,216,221
38808,3492,Women,Fall,2,4,254,71,51
38809,28158,Men,Winter,2,1,71,78,71
38810,50042,Women,Winter,2,1,233,184,154
38811,17785,Men,Summer,2,3,35,28,26
38812,34507,Men,Summer,2,3,250,250,250
38813,7200,Women,Fall,2,4,252,252,254
38814,31849,Men,Winter,2,1,254,254,254
38815,49953,Men,Summer,2,3,152,156,150
38816,22462,Women,Fall,2,4,254,254,253
38817,28964,Women,Summer,2,3,252,252,252
38818,27110,Women,Summer,2,3,247,247,247
38819,13325,Men,Fall,2,4,34,30,27
38820,55530,Women,Spring,2,2,0,0,0
38821,31075,Women,Summer,2,3,227,86,89
38822,8248,Men,Fall,2,4,74,80,80
38823,42587,Men,Fall,2,4,38,38,52
38824,41302,Girls,Summer,1,3,153,176,205
38825,39218,Women,Summer,2,3,254,204,177
38826,25647,Unisex,Winter,0,1,38,48,48
38827,11472,Women,Fall,2,4,1,1,1
38828,24795,Women,Winter,2,1,213,229,254
38829,4485,Women,Summer,2,3,42,42,42
38830,36250,Men,Summer,2,3,12,11,11
38831,44670,Women,Summer,2,3,243,240,239
38832,14100,Men,Fall,2,4,254,254,115
38833,20335,Men,Fall,2,4,251,250,254
38834,25481,Unisex,Summer,0,3,76,63,79
38835,56173,Women,Spring,2,2,254,251,240
38836,59907,Women,Fall,2,4,232,214,206
38837,32436,Men,Summer,2,3,29,27,28
38838,40016,Unisex,Summer,0,3,231,231,231
38839,10766,Unisex,Winter,0,1,240,225,254
38840,24553,Men,Fall,2,4,214,215,223
38841,45564,Men,Spring,2,2,254,254,31
38842,4643,Women,Summer,2,3,254,254,254
38843,21021,Men,Fall,2,4,74,58,58
38844,15214,Unisex,Summer,0,3,254,254,254
38845,38930,Girls,Summer,1,3,254,254,254
38846,53401,Women,Fall,2,4,75,10,54
38847,37144,Men,Summer,2,3,254,240,254
38848,5791,Women,Summer,2,3,254,254,254
38849,47233,Men,Summer,2,3,254,254,254
38850,6114,Men,Summer,2,3,254,254,254
38851,23776,Men,Winter,2,1,254,254,254
38852,9960,Men,Fall,2,4,13,13,12
38853,50284,Men,Summer,2,3,57,58,61
38854,51356,Women,Summer,2,3,39,254,70
38855,16491,Men,Fall,2,4,254,77,67
38856,6928,Men,Summer,2,3,232,44,52
38857,43693,Boys,Summer,1,3,224,233,240
38858,3466,Women,Summer,2,3,254,254,254
38859,12031,Men,Fall,2,4,254,254,253
38860,23544,Men,Spring,2,2,25,18,17
38861,17771,Men,Fall,2,4,64,44,41
38862,6326,Unisex,Spring,0,2,69,71,78
38863,35421,Women,Spring,2,2,254,254,254
38864,51164,Men,Summer,2,3,33,31,32
38865,28990,Women,Summer,2,3,254,53,88
38866,2786,Men,Summer,2,3,254,249,230
38867,18739,Women,Fall,2,4,254,59,141
38868,12203,Men,Fall,2,4,244,247,250
38869,3654,Men,Fall,2,4,247,244,240
38870,51958,Women,Summer,2,3,180,138,102
38871,32604,Men,Spring,2,2,131,89,74
38872,11486,Men,Winter,2,1,36,35,35
38873,56341,Men,Winter,2,1,239,235,235
38874,57293,Men,Summer,2,3,201,254,127
38875,40224,Men,Summer,2,3,254,254,254
38876,15026,Women,Fall,2,4,137,102,195
38877,4471,Men,Summer,2,3,254,254,254
38878,44684,Women,Summer,2,3,254,254,252
38879,53633,Men,Summer,2,3,254,254,254
38880,35045,Women,Summer,2,3,254,254,254
38881,7690,Men,Fall,2,4,161,55,150
38882,51500,Women,Summer,2,3,11,11,11
38883,23120,Unisex,Spring,0,2,39,39,39
38884,17315,Women,Winter,2,1,254,254,254
38885,34197,Men,Summer,2,3,47,35,51
38886,6742,Women,Summer,2,3,234,235,244
38887,12667,Men,Fall,2,4,45,46,41
38888,35879,Boys,Summer,1,3,229,210,227
38889,26452,Men,Fall,2,4,46,46,45
38890,3230,Men,Fall,2,4,235,238,243
38891,42117,Men,Summer,2,3,108,105,122
38892,30537,Unisex,Summer,0,3,12,16,16
38893,27580,Men,Summer,2,3,245,246,254
38894,54072,Men,Summer,2,3,252,252,252
38895,10130,Women,Winter,2,1,7,14,254
38896,24305,Men,Fall,2,4,17,18,22
38897,1567,Men,Fall,2,4,46,54,57
38898,40640,Women,Summer,2,3,63,78,38
38899,41792,Women,Summer,2,3,23,23,23
38900,32260,Women,Summer,2,3,254,215,0
38901,56725,Men,Summer,2,3,154,34,42
38902,4829,Men,Summer,2,3,39,41,42
38903,37712,Men,Summer,2,3,254,215,0
38904,21677,Men,Winter,2,1,254,1,1
38905,52385,Women,Winter,2,1,248,171,173
38906,15442,Women,Fall,2,4,203,150,23
38907,45332,Women,Summer,2,3,247,254,254
38908,4015,Men,Summer,2,3,39,29,27
38909,1755,Men,Fall,2,4,248,60,61
38910,53859,Women,Summer,2,3,71,66,54
38911,38568,Men,Summer,2,3,46,54,57
38912,40472,Men,Fall,2,4,254,254,254
38913,10302,Men,Spring,2,2,254,254,254
38914,56517,Women,Spring,2,2,254,254,254
38915,53065,Women,Summer,2,3,124,112,87
38916,20597,Women,Winter,2,1,193,161,136
38917,37520,Boys,Summer,1,3,227,219,159
38918,45100,Women,Summer,2,3,254,254,254
38919,4227,Men,Summer,2,3,254,230,212
38920,21445,Women,Winter,2,1,70,75,73
38921,15670,Men,Fall,2,4,92,228,212
38922,51732,Women,Winter,2,1,254,254,254
38923,29628,Men,Summer,2,3,40,45,48
38924,35277,Men,Summer,2,3,22,25,25
38925,19881,Women,Fall,2,4,160,217,200
38926,46785,Men,Spring,2,2,254,254,225
38927,47657,Women,Summer,2,3,245,17,209
38928,18953,Men,Summer,2,3,17,16,18
38929,6570,Men,Winter,2,1,254,239,188
38930,23312,Women,Fall,2,4,254,163,171
38931,17127,Women,Winter,2,1,126,122,81
38932,12455,Men,Fall,2,4,57,30,26
38933,55392,Women,Spring,2,2,244,243,231
38934,26660,Men,Summer,2,3,28,28,254
38935,13587,Men,Summer,2,3,236,235,233
38936,9538,Men,Fall,2,4,45,55,51
38937,30705,Women,Summer,2,3,254,83,35
38938,31597,Men,Summer,2,3,43,49,51
38939,3342,Men,Summer,2,3,45,42,33
38940,42065,Unisex,Summer,0,3,57,57,57
38941,12715,Women,Fall,2,4,254,49,71
38942,9678,Men,Fall,2,4,71,83,84
38943,2290,Women,Fall,2,4,254,41,94
38944,22180,Men,Fall,2,4,254,254,254
38945,42859,Women,Summer,2,3,148,133,113
38946,29568,Men,Summer,2,3,34,34,35
38947,47517,Men,Summer,2,3,254,174,121
38948,6630,Men,Summer,2,3,247,245,254
38949,23052,Women,Fall,2,4,254,61,72
38950,17267,Men,Fall,2,4,254,55,69
38951,45240,Women,Winter,2,1,113,171,178
38952,21705,Men,Winter,2,1,254,103,104
38953,15530,Men,Fall,2,4,97,113,136
38954,38628,Men,Summer,2,3,254,229,56
38955,5889,Men,Summer,2,3,100,216,133
38956,10042,Women,Fall,2,4,158,26,66
38957,57785,Women,Spring,2,2,217,237,233
38958,56657,Men,Summer,2,3,253,253,253
38959,32312,Women,Winter,2,1,213,92,199
38960,5287,Men,Summer,2,3,114,57,34
38961,53117,Women,Summer,2,3,253,253,254
38962,15702,Men,Fall,2,4,229,94,90
38963,4355,Men,Summer,2,3,254,223,217
38964,10270,Women,Fall,2,4,184,184,195
38965,24045,Men,Fall,2,4,230,50,44
38966,1627,Unisex,Fall,0,4,203,200,193
38967,40500,Men,Winter,2,1,241,235,225
38968,25197,Women,Winter,2,1,145,126,112
38969,56465,Women,Spring,2,2,253,253,253
38970,26712,Men,Summer,2,3,110,223,155
38971,8598,Men,Fall,2,4,71,254,135
38972,3170,Women,Summer,2,3,234,234,254
38973,42257,Men,Summer,2,3,27,18,25
38974,17869,Men,Summer,2,3,52,51,61
38975,30677,Men,Winter,2,1,254,254,254
38976,54332,Women,Summer,2,3,154,34,46
38977,35305,Women,Winter,2,1,254,254,254
38978,16187,Men,Fall,2,4,66,55,55
38979,51640,Men,Winter,2,1,46,46,45
38980,23260,Men,Winter,2,1,207,212,209
38981,28688,Women,Summer,2,3,254,196,177
38982,17055,Men,Summer,2,3,100,100,94
38983,6402,Men,Summer,2,3,254,254,254
38984,18821,Men,Summer,2,3,146,86,62
38985,21153,Men,Fall,2,4,149,154,153
38986,15366,Men,Winter,2,1,254,254,254
38987,59049,Women,Winter,2,1,254,254,254
38988,39990,Men,Summer,2,3,241,241,241
38989,45416,Women,Winter,2,1,252,150,108
38990,4731,Men,Summer,2,3,254,254,254
38991,38842,Women,Fall,2,4,162,99,133
38992,53573,Unisex,Winter,0,1,233,175,202
38993,40958,Boys,Summer,1,3,231,231,231
38994,20081,Men,Summer,2,3,193,24,103
38995,59875,Women,Fall,2,4,254,254,254
38996,32544,Women,Spring,2,2,254,254,254
38997,56001,Women,Spring,2,2,226,226,226
38998,24421,Men,Summer,2,3,254,212,219
38999,40164,Men,Winter,2,1,74,114,254
39000,30213,Men,Summer,2,3,36,36,36
39001,13091,Men,Fall,2,4,254,110,116
39002,18479,Men,Fall,2,4,223,223,226
39003,7988,Men,Fall,2,4,246,241,137
39004,12143,Women,Fall,2,4,254,250,248
39005,26376,Men,Summer,2,3,133,159,216
39006,42633,Women,Winter,2,1,254,254,253
39007,23604,Women,Spring,2,2,227,228,227
39008,17431,Women,Winter,2,1,254,254,254
39009,9812,Men,Fall,2,4,51,50,253
39010,47341,Women,Summer,2,3,254,254,254
39011,6066,Men,Summer,2,3,254,64,57
39012,46293,Women,Spring,2,2,254,254,254
39013,27096,Women,Summer,2,3,230,239,241
39014,54564,Women,Summer,2,3,0,0,0
39015,29930,Women,Winter,2,1,254,254,254
39016,42401,Women,Summer,2,3,254,0,0
39017,12371,Men,Fall,2,4,133,149,149
39018,19799,Men,Fall,2,4,254,31,71
39019,26144,Men,Summer,2,3,37,56,42
39020,47173,Men,Summer,2,3,254,254,254
39021,6254,Women,Summer,2,3,254,254,254
39022,48907,Women,Summer,2,3,254,254,254
39023,17603,Unisex,Winter,0,1,254,254,254
39024,51016,Women,Summer,2,3,227,193,19
39025,7386,Men,Winter,2,1,50,50,52
39026,45624,Men,Winter,2,1,25,25,25
39027,4503,Men,Summer,2,3,236,236,238
39028,15154,Men,Fall,2,4,254,254,254
39029,52693,Women,Winter,2,1,102,215,55
39030,53741,Women,Summer,2,3,25,20,25
39031,14086,Men,Fall,2,4,25,27,27
39032,37204,Women,Summer,2,3,0,180,159
39033,56233,Men,Summer,2,3,23,23,23
39034,15968,Men,Fall,2,4,254,254,253
39035,10426,Men,Fall,2,4,33,35,34
39036,24613,Women,Fall,2,4,254,65,85
39037,39964,Men,Spring,2,2,254,254,254
39038,52455,Women,Winter,2,1,219,169,209
39039,15392,Men,Summer,2,3,254,254,254
39040,36110,Men,Summer,2,3,46,45,50
39041,5617,Men,Summer,2,3,254,254,254
39042,44530,Men,Summer,2,3,2,2,2
39043,53587,Men,Winter,2,1,221,228,229
39044,20075,Women,Spring,2,2,26,31,37
39045,59881,Women,Fall,2,4,16,16,16
39046,39158,Women,Summer,2,3,0,0,48
39047,11732,Men,Fall,2,4,47,43,48
39048,57127,Women,Summer,2,3,25,25,25
39049,33462,Women,Summer,2,3,246,246,246
39050,40190,Women,Summer,2,3,254,168,168
39051,20849,Women,Winter,2,1,254,254,254
39052,43715,Women,Summer,2,3,254,254,254
39053,13065,Men,Fall,2,4,229,228,229
39054,26382,Men,Summer,2,3,63,67,67
39055,8108,Men,Winter,2,1,40,40,42
39056,31335,Men,Summer,2,3,41,46,70
39057,28218,Women,Spring,2,2,254,254,254
39058,50302,Men,Summer,2,3,254,254,254
39059,13859,Men,Fall,2,4,254,254,253
39060,34647,Men,Fall,2,4,245,245,245
39061,6092,Women,Summer,2,3,236,235,232
39062,7140,Women,Fall,2,4,254,166,254
39063,46267,Women,Summer,2,3,104,117,93
39064,8934,Unisex,Fall,0,4,22,21,23
39065,16517,Men,Fall,2,4,30,32,29
39066,22722,Men,Fall,2,4,227,227,227
39067,27062,Women,Summer,2,3,254,194,0
39068,54590,Women,Summer,2,3,106,23,24
39069,13257,Women,Fall,2,4,60,39,65
39070,28816,Men,Summer,2,3,73,79,104
39071,43527,Women,Summer,2,3,46,44,52
39072,31107,Boys,Summer,1,3,74,204,132
39073,12385,Men,Fall,2,4,235,201,217
39074,55442,Women,Spring,2,2,0,0,8
39075,46869,Men,Summer,2,3,28,28,28
39076,47187,Men,Summer,2,3,254,254,254
39077,49821,Women,Winter,2,1,254,254,254
39078,22510,Men,Fall,2,4,146,208,108
39079,7372,Men,Winter,2,1,62,62,62
39080,46055,Women,Winter,2,1,254,254,253
39081,36322,Boys,Summer,1,3,223,0,225
39082,21395,Men,Fall,2,4,55,64,82
39083,14072,Women,Fall,2,4,254,254,253
39084,20247,Women,Summer,2,3,254,29,144
39085,5425,Boys,Summer,1,3,250,248,254
39086,44702,Women,Summer,2,3,253,76,254
39087,11500,Women,Winter,2,1,254,254,254
39088,41270,Men,Summer,2,3,46,42,39
39089,33650,Men,Summer,2,3,243,242,247
39090,22948,Unisex,Winter,0,1,252,254,254
39091,42091,Women,Summer,2,3,253,253,253
39092,19309,Men,Fall,2,4,96,99,108
39093,55026,Women,Spring,2,2,254,47,47
39094,27406,Women,Winter,2,1,116,25,28
39095,2264,Unisex,Fall,0,4,46,45,48
39096,51486,Men,Summer,2,3,254,254,254
39097,16341,Men,Fall,2,4,28,32,41
39098,22174,Men,Fall,2,4,254,254,38
39099,7716,Men,Fall,2,4,29,29,28
39100,46431,Men,Winter,2,1,240,28,30
39101,34011,Girls,Summer,1,3,244,244,254
39102,17293,Unisex,Fall,0,4,157,23,32
39103,50554,Men,Summer,2,3,196,182,160
39104,20623,Women,Winter,2,1,239,238,234
39105,37694,Unisex,Summer,0,3,37,37,39
39106,11958,Men,Fall,2,4,254,68,254
39107,36746,Boys,Summer,1,3,228,214,239
39108,4193,Girls,Summer,1,3,254,103,140
39109,33234,Men,Summer,2,3,254,254,254
39110,57771,Women,Spring,2,2,192,180,92
39111,24283,Men,Summer,2,3,254,254,253
39112,25351,Men,Summer,2,3,21,47,15
39113,11164,Men,Fall,2,4,57,127,155
39114,5273,Men,Summer,2,3,163,56,49
39115,44154,Men,Spring,2,2,254,254,254
39116,14624,Men,Fall,2,4,254,46,142
39117,20411,Women,Winter,2,1,76,123,193
39118,52031,Unisex,Summer,0,3,36,25,20
39119,45086,Women,Winter,2,1,254,254,254
39120,57543,Women,Spring,2,2,202,165,136
39121,10284,Women,Fall,2,4,206,206,208
39122,44968,Men,Winter,2,1,28,26,70
39123,41426,Men,Summer,2,3,203,190,254
39124,25163,Women,Winter,2,1,19,19,19
39125,11356,Women,Fall,2,4,254,254,254
39126,56491,Women,Spring,2,2,253,253,253
39127,55214,Women,Spring,2,2,117,1,100
39128,43371,Men,Summer,2,3,247,247,247
39129,48799,Women,Summer,2,3,254,254,254
39130,2056,Men,Winter,2,1,190,200,208
39131,30683,Men,Winter,2,1,120,127,134
39132,13401,Men,Summer,2,3,254,254,253
39133,19907,Unisex,Winter,0,1,195,52,55
39134,7524,Men,Summer,2,3,245,247,252
39135,46603,Women,Summer,2,3,254,254,254
39136,16173,Men,Fall,2,4,11,9,103
39137,22346,Men,Fall,2,4,67,150,231
39138,23294,Men,Winter,2,1,246,246,247
39139,34223,Men,Summer,2,3,222,216,204
39140,59244,Men,Winter,2,1,217,217,217
39141,1872,Men,Winter,2,1,235,233,241
39142,15957,Men,Fall,2,4,254,45,50
39143,14885,Women,Summer,2,3,254,254,254
39144,18674,Men,Fall,2,4,216,216,216
39145,9223,Women,Fall,2,4,218,218,230
39146,48104,Women,Summer,2,3,230,232,234
39147,51815,Women,Summer,2,3,238,29,33
39148,3719,Men,Summer,2,3,253,253,241
39149,55489,Women,Spring,2,2,254,254,254
39150,27895,Women,Summer,2,3,254,254,253
39151,30822,Women,Summer,2,3,34,42,43
39152,29133,Women,Winter,2,1,254,254,16
39153,51029,Women,Summer,2,3,221,177,148
39154,26947,Women,Summer,2,3,254,115,195
39155,9011,Men,Summer,2,3,254,254,254
39156,48336,Women,Fall,2,4,254,254,253
